RELI,GDENR,X_KOORD,Y_KOORD,E_KOORD,N_KOORD,B15BTOT,B15B11,B15B12,B15B13,B15B14,B15B15,B15B16,B15B21,B15B22,B15B23,B15B24,B15B25,B15B26,B15B27,B15B28,B15B29,B15B30,B15BMTOT,B15BM01,B15BM02,B15BM03,B15BM04,B15BM05,B15BM06,B15BM07,B15BM08,B15BM09,B15BM10,B15BM11,B15BM12,B15BM13,B15BM14,B15BM15,B15BM16,B15BM17,B15BM18,B15BM19,B15BWTOT,B15BW01,B15BW02,B15BW03,B15BW04,B15BW05,B15BW06,B15BW07,B15BW08,B15BW09,B15BW10,B15BW11,B15BW12,B15BW13,B15BW14,B15BW15,B15BW16,B15BW17,B15BW18,B15BW19,B15B41,B15B42,B15B43,B15B44,B15B45,B15B46,B15B51,B15B52,B15B53,B15B54,B15B55,B15B56,H15PTOT,H15P01,H15P02,H15P03,H15P04,H15P05,H15P06,H15PI
67932357,1,679300,235700,2679300,1235700,11,9,2,1,1,0,0,9,2,4,3,0,2,1,1,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,3,3,1,0,11,0,0,0,0,0,,,,,,,,
67682368,2,676800,236800,2676800,1236800,58,37,21,10,3,6,2,36,16,11,8,1,22,10,6,5,1,30,1,0,2,1,2,2,3,1,1,6,6,1,3,1,0,0,0,0,0,28,5,2,1,2,0,4,5,1,0,0,0,1,1,2,1,1,2,0,0,4,19,10,14,10,1,54,0,0,1,2,1,,,,,,,,
67782410,3,677800,241000,2677800,1241000,11,10,1,1,0,0,0,10,0,9,1,0,1,1,0,0,0,6,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,2,5,1,0,11,0,0,0,0,0,,,,,,,,
68292331,4,682900,233100,2682900,1233100,26,26,0,0,0,0,0,24,1,13,9,1,2,1,1,0,0,7,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,2,0,19,1,0,0,0,0,1,0,0,0,2,2,1,0,0,1,1,4,2,4,0,1,2,16,7,0,25,0,0,0,1,0,,,,,,,,
67642390,5,676400,239000,2676400,1239000,18,15,3,1,0,2,0,15,0,10,5,0,3,1,0,2,0,9,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,1,0,0,1,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,5,2,10,0,0,17,0,0,0,0,1,,,,,,,,
68242313,6,682400,231300,2682400,1231300,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,,,,,,,,
67752309,7,677500,230900,2677500,1230900,7,6,1,0,1,0,0,6,0,5,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6,1,0,7,0,0,0,0,0,,,,,,,,
67482320,8,674800,232000,2674800,1232000,3,3,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,,,,,,,,
67762330,9,677600,233000,2677600,1233000,13,13,0,0,0,0,0,11,1,6,4,0,2,1,0,1,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,1,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,1,1,10,1,0,13,0,0,0,0,0,,,,,,,,
67512353,10,675100,235300,2675100,1235300,32,23,9,1,0,8,0,19,1,12,6,0,13,5,0,8,0,12,1,0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,2,1,1,20,0,0,0,0,2,0,0,2,0,0,1,2,2,1,0,0,2,3,5,2,5,2,21,2,0,28,2,0,0,1,1,,,,,,,,
67302372,11,673000,237200,2673000,1237200,23,21,2,1,1,0,0,20,0,12,8,0,3,1,1,1,0,11,0,0,0,0,0,0,0,2,0,2,0,0,2,1,1,0,1,1,1,12,0,0,0,0,0,2,0,0,0,1,0,1,0,0,2,0,0,3,3,0,3,2,16,2,0,23,0,0,0,0,0,,,,,,,,
68012328,12,680100,232800,2680100,1232800,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,
67952421,13,679500,242100,2679500,1242100,10,9,1,1,0,0,0,6,0,3,3,0,4,3,0,1,0,5,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,3,5,0,0,10,0,0,0,0,0,,,,,,,,
67822437,14,678200,243700,2678200,1243700,43,37,6,5,0,1,0,34,0,20,14,0,9,6,1,1,1,17,0,0,0,0,1,2,1,0,2,1,2,1,0,1,0,1,0,2,3,26,0,0,0,0,1,2,1,0,0,1,2,3,0,0,2,2,6,1,5,3,5,5,28,2,0,40,2,1,0,0,0,,,,,,,,
69132788,22,691300,278800,2691300,1278800,8,8,0,0,0,0,0,8,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,1,0,6,1,0,8,0,0,0,0,0,,,,,,,,
68722694,23,687200,269400,2687200,1269400,2,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,,,,,,,,
68912670,24,689100,267000,2689100,1267000,8,8,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,4,3,0,8,0,0,0,0,0,,,,,,,,
68862800,25,688600,280000,2688600,1280000,14,13,1,1,0,0,0,12,1,8,3,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,0,0,2,11,1,0,14,0,0,0,0,0,,,,,,,,
69102698,26,691000,269800,2691000,1269800,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,
69042830,27,690400,283000,2690400,1283000,29,24,5,5,0,0,0,24,1,8,15,0,5,3,0,2,0,16,0,0,0,0,1,3,2,0,2,2,0,0,4,0,0,0,0,0,2,13,3,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2,0,7,1,15,6,0,27,0,0,0,2,0,,,,,,,,
68802701,28,688000,270100,2688000,1270100,3,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,0,0,0,0,0,,,,,,,,
68942820,29,689400,282000,2689400,1282000,8,8,0,0,0,0,0,8,2,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,8,0,0,8,0,0,0,0,0,,,,,,,,
69332722,30,693300,272200,2693300,1272200,17,14,3,2,1,0,0,12,2,8,2,0,5,4,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,2,0,2,0,12,3,0,17,0,0,0,0,0,,,,,,,,
69362687,31,693600,268700,2693600,1268700,9,9,0,0,0,0,0,9,1,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,0,0,1,7,1,0,9,0,0,0,0,0,,,,,,,,
69272703,32,692700,270300,2692700,1270300,3,3,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,,,,,,,,
69362728,33,693600,272800,2693600,1272800,2,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,,,,,,,,
68982806,34,689800,280600,2689800,1280600,15,15,0,0,0,0,0,14,2,5,7,0,1,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,3,0,1,0,11,3,0,15,0,0,0,0,0,,,,,,,,
69092757,35,690900,275700,2690900,1275700,7,7,0,0,0,0,0,7,3,3,1,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,2,0,7,0,0,0,0,0,,,,,,,,
70242765,36,702400,276500,2702400,1276500,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,
69682742,37,696800,274200,2696800,1274200,15,15,0,0,0,0,0,15,0,8,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,2,2,9,2,0,14,0,0,0,1,0,,,,,,,,
